custom_id,paper_id,claim_index,claim,support_level,support_refs
10.1017_s1355770x16000322,10.1017_s1355770x16000322,4,The presence of sanctions per se does not increase cooperation; the legitimacy of the process (democratic choice) is more important.,high,Section 4.1 Descriptive results | Section 5 Discussion | Result 4
10.1017_s1355770x16000322,10.1017_s1355770x16000322,5,"The main effect of representative democracy is due to increased cooperation by non-leader group members, not by leaders themselves.",medium,Section 4.3 Performance of leaders and followers | Result 6
10.1017_s1355770x19000457,10.1017_s1355770x19000457,1,Imperfect monitoring and punishment networks (undirected and directed circle) are more efficient (higher net payoffs) than the complete network (perfect monitoring and punishment) in a nonlinear CPR game.,high,Section 3.3 Efficiency | Table 3 | Table 4 | Figure 6 | Section 4 Discussion
10.1017_s1355770x19000457,10.1017_s1355770x19000457,2,"Appropriation (resource extraction) is similar across all network types, regardless of the monitoring and punishment structure.",high,Section 3.1 Appropriation | Table 3 | Table 4 | Result 1
10.1017_s1355770x19000457,10.1017_s1355770x19000457,3,"The complete network elicits the highest punishment expenditures, which reduces efficiency.",high,Section 3.2 Punishment | Table 3 | Table 4 | Section 4 Discussion
10.1017_s1355770x19000457,10.1017_s1355770x19000457,4,The undirected circle network elicits more severe and more prosocial punishment than the other two networks.,medium,Section 3.2 Punishment | Figure 5 | Table 5 | Result 3
10.1017_s1355770x19000457,10.1017_s1355770x19000457,5,Reducing the number of potential punishers (lower network density) can increase prosocial punishment but does not necessarily increase antisocial punishment.,medium,Section 3.2 Punishment | Table 5 | Result 3
10.1017_s1744137416000527,10.1017_s1744137416000527,1,"Introducing a punishment mechanism that penalizes the lowest contributors increases contributions by cooperative farmers, especially when paired with private mill farmers (over 100% increase).",high,Abstract | Section 4: Results | Table 4 | Figure 4
10.1017_s1744137416000527,10.1017_s1744137416000527,2,Cooperative farmers do not contribute more than private mill farmers when paired with their own group.,high,Abstract | Section 4: Results | Figure 2 | Table 2
10.1017_s1744137416000527,10.1017_s1744137416000527,3,"Cooperative farmers contribute significantly less when paired with private mill farmers, while private mill farmers' contributions are unaffected by partner background.",high,Section 4: Results | Figure 2 | Table 2
10.1017_s1744137416000527,10.1017_s1744137416000527,4,The punishment mechanism has little or no effect on private mill farmers' contributions.,high,Section 4: Results | Figure 4 | Table 4
10.1017_xps.2020.10,10.1017_xps.2020.10,1,Centralized punishment increases group efficiency (profit) compared to the no-punishment VCM baseline.,high,Results section | Table 3 Panel C | Figure 1 | Conclusion
10.1017_xps.2020.10,10.1017_xps.2020.10,2,There is no significant difference in group efficiency or profit between democratic and exogenous (Leviathan) appointment of the punishing authority.,high,Results section | Table 3 Panel C | Table 4 | Conclusion
10.1017_xps.2020.10,10.1017_xps.2020.10,3,"Political accountability (repeated elections) does not significantly affect group efficiency or profit, regardless of appointment method.",high,Results section | Table 3 Panel C | Table 4 | Conclusion
10.1017_xps.2020.10,10.1017_xps.2020.10,4,"Democratically elected managers facing repeated elections contribute as much as other group members, reducing their own free riding.",medium,Results section | Table 6 | Figure 3 | Conclusion
10.1023_B_ACBI.0000043440.36462.1a,10.1023_B_ACBI.0000043440.36462.1a,1,"Altruistic punishment increases generosity and norm compliance but reduces aggregate wealth (efficiency) in artificial societies, unless synergistic benefits are present.",high,Results section | Figures 4 and 6 | Discussion section
10.1023_B_ACBI.0000043440.36462.1a,10.1023_B_ACBI.0000043440.36462.1a,2,"Punishment is a strong and efficient mechanism for enforcing social norms, even if it is not efficiency-enhancing.",high,Results section | Discussion section
10.1023_B_ACBI.0000043440.36462.1a,10.1023_B_ACBI.0000043440.36462.1a,3,"Structured societies (with division of labor) are more susceptible to social control via punishment, but the negative effect of punishment on aggregate wealth remains.",medium,Results section | Figures 5 and 6 | Discussion section
10.1023_B_ACBI.0000043440.36462.1a,10.1023_B_ACBI.0000043440.36462.1a,4,"Altruistic punishment should be considered a form of 'social investment' rather than true altruism, as it may benefit both the punisher and society in the long term if synergistic effects exist.",medium,Discussion section
10.1023_a_1011612522206,10.1023_a_1011612522206,1,Introducing punishment and apology signals into the iterated prisoner's dilemma can maintain high average payoffs and prevent the breakdown of cooperation due to mistakes.,high,Abstract | Results of simulations | Average payoff | Discussion
10.1023_a_1011612522206,10.1023_a_1011612522206,2,The Pavlov-like punishment and apology signal strategy (pPAS) is evolutionarily stable and can dominate the population under a range of cost conditions.,high,Results of simulations | Conditions for evolutionary stability | Discussion
10.1023_a_1011612522206,10.1023_a_1011612522206,3,"The success of punishment and apology strategies in maintaining efficiency depends on the costs of giving and receiving punishment and apology, with the cost of giving apology having the clearest effect.",high,Results of simulations | Figure 3 | Discussion
10.1023_a_1011612522206,10.1023_a_1011612522206,4,pPAS can dominate even when there is a dominance asymmetry in costs between players.,medium,Simulations with a dominance asymmetry | Discussion
10.1023_a_1011612522206,10.1023_a_1011612522206,5,"The average payoff in a pPAS-dominated population is nearly as high as in a fully cooperative population, and higher than in populations dominated by TFT or defectors.",high,Average payoff | Results of simulations
10.1023_a_1020573415343,10.1023_a_1020573415343,1,"Punishment (retribution) can allow the evolution and maintenance of cooperation in sizable groups, making cooperation a more likely outcome in theoretical models.",medium,Discussion | References to Boyd and Richerson 1992 | Axelrod 1986 | Sigmund et al. 2001
10.1023_a_1020573415343,10.1023_a_1020573415343,2,"Punishment is observed in animal societies as a response to violations of social rules, and is a powerful force in maintaining cooperation.",medium,Discussion | References to Hauser 1992 | Hauser and Marler 1993 | Clutton-Brock and Parker 1995
10.1023_a_1020573415343,10.1023_a_1020573415343,3,Theoretical models show that cooperation is more likely to evolve and be stable when punishment or metanorms (punishing non-punishers) are present.,medium,Discussion | References to Axelrod 1986 | Boyd and Richerson 1992 | Sigmund et al. 2001
10.1023_a_1020598804674,10.1023_a_1020598804674,1,Punishment mechanisms (including enforcement and ostracism) are much more effective at sustaining altruism in evolutionary environments than group selection or imitation alone.,high,Punishment section | Figures 7 and 8 | Conclusion
10.1023_a_1020598804674,10.1023_a_1020598804674,2,"Group selection can sustain altruism, but only under restrictive conditions (small group size, long group persistence); its effects are much weaker than those of punishment.",high,Group selection section | Figure 3 | Conclusion
10.1023_a_1020598804674,10.1023_a_1020598804674,3,"Imitation can enhance the effects of group selection and can, by itself, sustain altruism if imitation rates are high, but is less effective than punishment.",medium,Imitation section | Figures 5 and 6
10.1023_a_1020598804674,10.1023_a_1020598804674,4,The common mechanism underlying all these methods is the creation of correlated interaction among altruists.,high,Correlation section | Conclusion
10.1023_a_1023952115422,10.1023_a_1023952115422,1,Introducing probabilistic punishment for free riding in a public goods game increases group contributions (compliance) in both one-shot and repeated settings.,high,Section 5 Results | Table 2 | Figure 1 | Section 6 Summary
10.1023_a_1023952115422,10.1023_a_1023952115422,2,Increasing punishment severity has a larger effect on contribution behavior than increasing punishment probability.,high,Section 5 Results | Table 3 | Table 4 | Section 6 Summary
10.1023_a_1023952115422,10.1023_a_1023952115422,3,"In the repeated treatment, being punished in the previous round decreases subsequent contributions, contrary to standard deterrence theory.",medium,Section 5 Results | Table 4 | Section 6 Summary
10.1023_a_1023952115422,10.1023_a_1023952115422,4,Subjects do not treat punishment probability and severity as perfect substitutes; both have independent effects.,high,Section 5 Results | Table 3 | Section 6 Summary
10.1023_b_Exec.0000040559.08652.51,10.1023_b_Exec.0000040559.08652.51,1,The opportunity to sanction or reward in a one-shot VCM does not significantly increase allocative efficiency or group account contributions compared to the baseline VCM.,high,Section 4.1 Group account allocations | Table 2 | Section 4.3 Efficiency | Table 5 | Section 5 Conclusions
10.1023_b_Exec.0000040559.08652.51,10.1023_b_Exec.0000040559.08652.51,2,"Subjects do use sanctions and rewards in one-shot environments, and these are targeted as expected (punishing low contributors, rewarding high contributors).",high,Section 4.2 The use of sanctions and reward | Table 3 | Figures 3 and 4 | Table 4
10.1023_b_Exec.0000040559.08652.51,10.1023_b_Exec.0000040559.08652.51,3,"The costs of sanctioning and rewarding offset any potential gains in cooperation, resulting in no net efficiency improvement.",high,Section 4.3 Efficiency | Table 5 | Section 5 Conclusions
10.1023_b_Exec.0000040559.08652.51,10.1023_b_Exec.0000040559.08652.51,4,"Uncertainty about whether sanctions or rewards will be imposed does not significantly affect contributions, use of sanctions/rewards, or efficiency.",high,Section 4.1 Group account allocations | Section 4.2 The use of sanctions and reward | Section 4.3 Efficiency | Table 2 | Table 5 | Section 5 Conclusions
10.1027_1864-9335_a000460,10.1027_1864-9335_a000460,1,"The peer punishment facet of the FAB scale is empirically distinct from help-giving and moral courage, and predicts the amount spent on punishing unfair players in a public goods game.",high,Study 3: Methods | Study 3: Results | Table 4 | General Discussion
10.1027_1864-9335_a000460,10.1027_1864-9335_a000460,2,"Costly peer punishment in economic games is a confrontational, antagonistic form of altruism that is conceptually and empirically distinct from help-giving and moral courage.",high,The Facets of Altruistic Behaviors | General Discussion
10.1027_1864-9335_a000460,10.1027_1864-9335_a000460,3,The FAB scale shows good structural validity and measurement invariance across samples.,high,Study 1: Results | Study 2: Results | Table 2
10.1027_1864-9335_a000460,10.1027_1864-9335_a000460,4,"The study does not report or analyze group efficiency, total payoff, or welfare outcomes in the public goods game with punishment.",high,Study 3: Methods | Study 3: Results | outcomes_reported
10.1027_2151-2604_a000459,10.1027_2151-2604_a000459,1,"Providing consequentialist information (i.e., letting punishers know the effect of their punishment on transgressors) does not increase punishment investments in a one-shot public goods game.",high,Main Analyses and Results | Discussion | Abstract
10.1027_2151-2604_a000459,10.1027_2151-2604_a000459,2,There is no significant interaction between dispositional prosociality (SVO or Honesty-Humility) and the availability of consequentialist information on punishment behavior.,high,Main Analyses and Results | Discussion
10.1027_2151-2604_a000459,10.1027_2151-2604_a000459,3,"Punishment behavior is primarily predicted by the participant's relative contribution compared to group members, not by the experimental manipulation or personality variables.",high,Main Analyses and Results | Table 1 | Discussion
10.1027_2151-2604_a000459,10.1027_2151-2604_a000459,4,The study does not provide evidence that punishment in this setting increases efficiency or group payoff.,high,Outcomes Reported | Discussion | Results
10.1037_0022-3514.76.4.587,10.1037_0022-3514.76.4.587,1,"Instrumental (punishing) leaders are more effective than relational (encouraging) leaders at increasing contributions in public goods games, especially when group identification is low.",high,Study 2 Results and Discussion | Table 2 | General Discussion: Cooperation With Leaders
10.1037_0022-3514.76.4.587,10.1037_0022-3514.76.4.587,2,"When group identification is high, both instrumental and relational leaders are equally effective at increasing contributions.",high,Study 2 Results and Discussion | Table 2 | General Discussion: Cooperation With Leaders
10.1037_0022-3514.76.4.587,10.1037_0022-3514.76.4.587,3,"There is a strong general preference for democratic, elected, and internal leaders, especially in high group identification groups.",high,Study 1 Results and Discussion | Table 1 | General Discussion: Selection of Leaders
10.1037_0022-3514.76.4.587,10.1037_0022-3514.76.4.587,4,Leader legitimacy mediates the effect of leader type on contributions.,medium,Study 2 Results and Discussion: Legitimacy of the leader as mediator
10.1037_0022-3514.76.4.587,10.1037_0022-3514.76.4.587,5,No direct group payoff or efficiency outcomes are reported; all main results are in terms of contribution rates.,high,Outcomes Reported | Tables 1 and 2
10.1037_0022-3514.87.6.845,10.1037_0022-3514.87.6.845,1,Negative noise (unintended errors that reduce a partner's contribution) reduces cooperation and benign impressions in repeated social dilemmas.,high,Study 1 Results and Discussion | Study 2 Results and Discussion | General Discussion
10.1037_0022-3514.87.6.845,10.1037_0022-3514.87.6.845,2,Communication about noise (messages explaining/apologizing for noise) restores cooperation and benign impressions to no-noise levels.,high,Study 1 Results and Discussion | Study 2 Results and Discussion | General Discussion
10.1037_0022-3514.87.6.845,10.1037_0022-3514.87.6.845,3,The positive effect of communication is especially strong for individuals with low dispositional trust.,high,Study 2 Results and Discussion | General Discussion
10.1037_0022-3514.87.6.845,10.1037_0022-3514.87.6.845,4,Impressions of benign intent and prosocial goals mediate the effect of communication on cooperation.,medium,Study 1 Results and Discussion | Study 2 Results and Discussion | General Discussion
10.1037_0022-3514.88.2.365,10.1037_0022-3514.88.2.365,1,Groups are less cooperative and more competitive than individuals in mixed-motive games (interindividual-intergroup discontinuity effect).,high,Abstract | Results Experiment 1 | Results Experiment 2 | Discussion
10.1037_0022-3514.88.2.365,10.1037_0022-3514.88.2.365,2,"High trust (manipulated via feedback) increases cooperation and decreases withdrawal for both groups and individuals, but does not significantly affect competition.",high,Results Experiment 1 | Table 2 | Discussion Experiment 1
10.1037_0022-3514.88.2.365,10.1037_0022-3514.88.2.365,3,"Same categorization (vs. different) increases cooperation and decreases withdrawal for both groups and individuals, but increases competition only for groups, especially among high-guilt-prone members.",high,Results Experiment 2 | Table 3 | Table 4 | Discussion Experiment 2
10.1037_0022-3514.88.2.365,10.1037_0022-3514.88.2.365,4,"Distrust mediates the effect of group context on cooperation and withdrawal, but not on competition.",medium,Mediation analyses Experiment 1 and 2 | Discussion
10.1037_0022-3514.88.2.365,10.1037_0022-3514.88.2.365,5,No punishment or sanctioning mechanisms are present or studied in these experiments.,high,Methods Experiment 1 and 2 | Game description | No mention of punishment throughout
10.1037_1089-2680.11.2.142,10.1037_1089-2680.11.2.142,1,Adding a punishment option to repeated public goods games prevents the typical decline in cooperation and sustains high contribution rates.,high,"Interactions in the Presence of Sanctioning | Fehr & Gaechter, 2002"
10.1037_1089-2680.11.2.142,10.1037_1089-2680.11.2.142,2,"Punishment is most effective at sustaining cooperation when it is targeted at defectors; misapplied punishment (e.g., punishing cooperators) can undermine cooperation.",medium,"Interactions in the Presence of Sanctioning | Gaechter & Herrmann, 2005"
10.1037_1089-2680.11.2.142,10.1037_1089-2680.11.2.142,3,"Negative affect in response to defection motivates punishment behavior, and positive affect can be experienced when punishing defectors.",high,"Interactions in the Presence of Sanctioning | Burks, Carpenter, and Goette, 2006 | de Quervain et al., 2004"
10.1037_1089-2680.11.2.142,10.1037_1089-2680.11.2.142,4,"In the absence of punishment, repeated public goods games exhibit a downward spiral in cooperation due to conditional cooperation and negative affect.",high,"Repeated Interactions | Fehr & Gaechter, 2000 | Fischbacher & Gaechter, 2006"
10.1037_1089-2680.11.2.142,10.1037_1089-2680.11.2.142,5,The presence of a punishment institution does not universally increase cooperation; its effects depend on how punishment is used and perceived.,medium,"Interactions in the Presence of Sanctioning | Rockenbach & Fehr, 2003 | Falk & Kosfeld, 2007"
10.1037_1089-2699.12.1.17,10.1037_1089-2699.12.1.17,1,"Group-level selection can favor the evolution of prosocial and policing (punishment) behaviors that benefit the group, even when individually costly.",high,Group-Level Adaptations From an Evolutionary Perspective | Applying MLS to Social Psychology | Group-Level Adaptations
10.1037_1089-2699.12.1.17,10.1037_1089-2699.12.1.17,2,"Humans are willing to punish free-riders in public goods situations, even at a cost to themselves, and such punishment can help regulate group behavior.",medium,"Group-Level Adaptations | references to Fehr & Gächter (2002), Henrich et al. (2006), O'Gorman et al. (2005)"
10.1037_1089-2699.12.1.17,10.1037_1089-2699.12.1.17,3,"Group composition (e.g., intrinsic vs. extrinsic value orientations) affects group outcomes in resource dilemmas, with more cooperative groups achieving better outcomes.",medium,Applying MLS to Social Psychology | discussion of Sheldon & McGregor (2000) and Sheldon et al. (2000)
10.1037_1089-2699.12.1.17,10.1037_1089-2699.12.1.17,4,"Policing and punishment mechanisms (including gossip, exclusion, and formal sanctions) are widespread and likely evolved to support group functioning.",medium,"Group-Level Adaptations | references to Boehm (1999), Brown (1991), Ellickson (1991), de Waal (1996)"
10.1037_a0011381,10.1037_a0011381,1,People readily provide first-order punishment to defectors and first-order rewards to cooperators in public goods games.,high,"Results: Study 1, Study 2, Study 3 | Figures 2A, 5A, 7"
10.1037_a0011381,10.1037_a0011381,2,"People do not provide significant second-order punishment to nonpunishers, nor do they evaluate punishers more positively than nonpunishers.",high,"Results: Study 1 (Second-order sanctions, Postexperimental questionnaires) | Results: Study 2 (Second-order sanctions, Postexperimental questionnaires) | Results: Study 3 (Second-order sanctions, Postexperimental questionnaires) | Figures 2B, 3B, 5B, 6B, 7"
10.1037_a0011381,10.1037_a0011381,3,People do provide second-order rewards to rewarders and evaluate rewarders more positively than nonrewarders.,high,"Results: Study 1 (Second-order sanctions, Postexperimental questionnaires) | Results: Study 2 (Second-order sanctions, Postexperimental questionnaires) | Results: Study 3 (Second-order sanctions, Postexperimental questionnaires) | Figures 2B, 3B, 5B, 6B, 7"
10.1037_a0011381,10.1037_a0011381,4,Reward-based sanctioning is more likely to be self-sustaining and socially endorsed than punishment-based sanctioning in these settings.,high,General Discussion | Conclusions | Results summaries of all studies
10.1037_a0011381,10.1037_a0011381,5,"The paper does not report group efficiency, total earnings, or welfare outcomes.",high,Throughout Methods and Results | No mention of efficiency or group payoff in tables or figures
10.1037_a0019861,10.1037_a0019861,1,Impulsive choice (preference for immediate rewards) is positively correlated with altruistic punishment (rejection of unfair offers) in the Ultimatum Game.,high,Results: Impulsive Choice Is Positively Correlated With Altruistic Punishment in the Ultimatum Game | Figure 1
10.1037_a0019861,10.1037_a0019861,2,"Lowering serotonin via tryptophan depletion increases both impulsive choice and altruistic punishment, and these increases are correlated across individuals.",high,Results: Lowering Serotonin Increases Impulsive Choice in Delay-Discounting | Results: Parallel Effects of Lowering Serotonin on Impulsive Choice and Altruistic Punishment | Figure 2 | Figure 3
10.1037_a0019861,10.1037_a0019861,3,"Altruistic punishment in the Ultimatum Game is more consistent with an impulsive, emotion-driven process than with deliberative self-control.",medium,Discussion
10.1037_a0020280,10.1037_a0020280,1,"Players tend to act according to either their want self (self-interest) or ought self (fairness), rather than compromising between the two, when making offers in ultimatum and dictator games.",high,Experiment 1 Results | Table 1 | General Discussion
10.1037_a0020280,10.1037_a0020280,2,"In the ultimatum game, more players make offers they believe are fair (ought) than offers that maximize their own pleasure (want).",high,Experiment 1 Results | Table 1
10.1037_a0020280,10.1037_a0020280,3,"In the dictator game, want and ought motives are equally influential in determining offers.",high,Experiment 1 Results | Table 1
10.1037_a0020280,10.1037_a0020280,4,"Positive mood induction increases the likelihood of making equal (prosocial) offers in the dictator game, mediated by increased anticipated pleasure from sharing.",high,Experiment 3 Results | Figures 6 and 7
10.1037_a0020280,10.1037_a0020280,5,"When given an exit option in the dictator game, players with greater conflict between want and ought are more likely to exit.",high,Experiment 2 Results | Figure 5
10.1037_a0020699,10.1037_a0020699,1,"In group decision-making tasks with marginally diminishing returns, a stable mixed equilibrium of cooperators and free riders emerges, even without punishment.",high,"Abstract | Simulation Results and Discussion | Behavioral Experiment: Results and Discussion | Figures 5, 9, 10"
10.1037_a0020699,10.1037_a0020699,2,"Majority/plurality decision rules can yield higher individual net payoffs (efficiency) than best-member (dictator) rules, provided cooperation costs are not too high.",high,"Simulation Results and Discussion | Behavioral Experiment: Results and Discussion | Figures 6, 7, 12"
10.1037_a0020699,10.1037_a0020699,3,Efficient group outcomes can be achieved without punishment in nonlinear public goods environments.,high,Abstract | General Discussion | Behavioral Experiment: Results and Discussion
10.1037_a0020699,10.1037_a0020699,4,The pessimistic prediction of universal free-riding in linear public goods games does not generalize to nonlinear (diminishing returns) group production functions.,high,Introduction | General Discussion
10.1037_a0023489,10.1037_a0023489,1,"Both punishment and reward significantly increase cooperation in social dilemmas, with punishment having a slightly larger but not statistically significantly different effect than reward.",high,Results: The Effects of Punishment Versus Reward on Cooperation | Discussion: Are Rewards and Punishment Effective Promoters of Cooperation?
10.1037_a0023489,10.1037_a0023489,2,"Punishment is more effective at increasing cooperation when it is costly to administer, compared to when it is free.",high,Results: Moderators | Table 3 | Discussion: Cost of incentive
10.1037_a0023489,10.1037_a0023489,3,Punishment is more effective in iterated dilemmas with partner matching (fixed groups) than in one-shot or stranger-matching designs.,high,Results: Moderators | Table 3 | Discussion: Incentives over time
10.1037_a0023489,10.1037_a0023489,4,"Decentralized punishment is more effective than centralized punishment, but this effect is largely explained by the correlation with costliness.",medium,Results: Moderators | Table 3 | Discussion: Source of incentive
10.1037_a0023489,10.1037_a0023489,5,Group size and cost-to-fine ratio do not significantly moderate the effect of punishment on cooperation.,high,Results: Moderators | Table 3 | Discussion: Incentives and group size
10.1037_a0023489,10.1037_a0023489,6,"Punishment can reduce group efficiency in the short run due to punishment costs, but may increase efficiency in the long run as cooperation rises and punishment use declines.",medium,Discussion: Effectiveness versus efficiency | Discussion: Are Rewards and Punishment Effective Promoters of Cooperation?
10.1037_a0023489,10.1037_a0023489,7,"The effect of punishment on cooperation varies by country, with some countries (e.g., Russia) showing no positive effect.",high,Results: Moderators | Table 3 | Discussion: The importance of culture
10.1037_a0027026,10.1037_a0027026,1,"People categorize others as free riders only when they perceive intentional, exploitive undercontribution, not merely low contribution or accidental failure.",high,Study 1 | Study 2 | General Discussion
10.1037_a0027026,10.1037_a0027026,2,"Punitive sentiment and reduced willingness to cooperate are specifically directed at intentional free riders, not at accidental undercontributors or merely incompetent group members.",high,"Study 1 | Study 2 | Study 3 | Tables 2, 5, 6 | General Discussion"
10.1037_a0027026,10.1037_a0027026,3,Return rate rules (categorizing by amount contributed) and general moral violator rules do not explain free rider categorization; the process is specific to intentional exploitation.,high,Study 3 | Study 4 | Studies 5A and 5B | General Discussion
10.1037_a0027026,10.1037_a0027026,4,"The mind contains a specialized psychological adaptation for detecting free riders, consistent with evolutionary game theory predictions.",medium,General Discussion | Introduction | Theoretical sections
10.1037_a0030939,10.1037_a0030939,1,Trust (both state and dispositional) is positively correlated with cooperation in social dilemmas.,high,Results: Overall Analyses | Discussion: When Does Trust Matter for Cooperation?
10.1037_a0030939,10.1037_a0030939,2,"The positive relationship between trust and cooperation is stronger when the conflict of interest is higher (i.e., lower index of cooperation).",high,Results: Moderator Analyses | Table 3 | Discussion: When Does Trust Matter for Cooperation?
10.1037_a0030939,10.1037_a0030939,3,"The type of social dilemma (public goods, prisoner's dilemma, resource dilemma) does not significantly moderate the trust-cooperation relationship.",high,Results: Moderator Analyses | Table 3 | Table 4
10.1037_a0030939,10.1037_a0030939,4,The number of iterations (one-shot vs. repeated) does not significantly moderate the trust-cooperation relationship.,high,Results: Moderator Analyses | Table 3 | Table 4
10.1037_a0030939,10.1037_a0030939,5,The trust-cooperation relationship is stronger in individual interactions than in intergroup interactions.,high,Results: Moderator Analyses | Table 3 | Discussion: Individual-Intergroup Discontinuity and Trust
10.1037_a0033495,10.1037_a0033495,1,"Non-contributors to public goods are moralized and sometimes punished, even if they have not yet free ridden.",high,Abstract | General Discussion | Studies 1-4 | Study 4 Results | Table 3
10.1037_a0033495,10.1037_a0033495,2,"Preventive moralization is stronger in public goods than in club goods, and is mediated by the perceived likelihood of future free riding.",high,Studies 1-3 | Studies 6-9 | General Discussion
10.1037_a0033495,10.1037_a0033495,3,"Costly punishment of non-contributors is more likely in public goods than in club goods, even in one-shot, anonymous games.",high,Study 4 Results | Table 3
10.1037_a0033495,10.1037_a0033495,4,"The main outcomes measured are moralization, anger, and punishment behavior, not group efficiency or total payoff.",high,Methods and Results sections of all studies | General Discussion
10.1037_a0036673,10.1037_a0036673,1,Trust decisions in zero-acquaintance trust games are driven more by injunctive (moral) norms—especially a norm of respect—than by risk tolerance or expectations of reciprocation.,high,Abstract | General Discussion | Meta-Analysis Table 6 | Studies 1-6 Results
10.1037_a0036673,10.1037_a0036673,2,"Making trust decisions public does not increase trust, indicating the relevant norm is moral (internalized) rather than social (externally enforced).",high,Study 4 Results | General Discussion
10.1037_a0036673,10.1037_a0036673,3,"When the trust game is altered so that the recipient's character is not at stake (e.g., outcome determined by coin flip), trust rates drop significantly.",high,Study 5 Results | Study 6 Results | General Discussion
10.1037_a0036673,10.1037_a0036673,4,"Expectations of reciprocation and risk tolerance do predict trust to some extent, but cannot account for the high observed rates of trust.",high,Studies 1-3 Results | Meta-Analysis Table 6
10.1037_a0036673,10.1037_a0036673,5,"The findings in trust games may not generalize to other social dilemmas (e.g., public goods games), which may be more influenced by social norms and punishment.",medium,Possible Extensions to Other Social Dilemmas | General Discussion
10.1037_apl0000178,10.1037_apl0000178,1,Punishing a transgressor who deserves punishment increases observers' trust in the punisher; punishing a transgressor who does not deserve punishment decreases trust.,high,Study 1 Results | Figure 1 | General Discussion
10.1037_apl0000178,10.1037_apl0000178,2,"The relationship between punishment and trust is moderated by both the deservingness of the target and the magnitude of punishment: overpunishing less deserving targets reduces trust, while appropriate punishment for deserving targets increases trust.",high,Study 1 Results | Table 2 | General Discussion
10.1037_apl0000178,10.1037_apl0000178,3,Observers trust altruistic (non-self-interested) punishers more than self-interested punishers.,high,Study 2 Results | Study 3 Results | General Discussion
10.1037_apl0000178,10.1037_apl0000178,4,"Punisher's principled reputation increases perceived benevolence and integrity, but does not significantly increase trust compared to a pragmatic reputation.",medium,Study 2 Results | General Discussion
10.1037_dev0001183,10.1037_dev0001183,1,"Third-party punishment increases fair behavior in children, especially among 6-7 year olds.",high,Results: Third-Party Punishment Leads to More Fair Behavior Selectively in Younger Children | Figure 2 | Discussion
10.1037_dev0001183,10.1037_dev0001183,2,"The effect of third-party punishment on fair behavior is due to direct feedback, not reputational concerns.",high,Results: Third-Party Punishment Promotes Fairness Through Direct Feedback and Not Through Reputational Concerns | Results: Third-Party Punishment Leads to More Fair Behavior Through Repeated Opportunities for Punishment | Discussion
10.1037_dev0001183,10.1037_dev0001183,3,"Older children (ages 8-9) do not show increased fair behavior in response to third-party punishment, likely because their baseline fairness is already high.",high,Results: Third-Party Punishment Leads to More Fair Behavior Selectively in Younger Children | Discussion
10.1037_dev0001183,10.1037_dev0001183,4,"The study does not provide evidence on efficiency, group payoff, or total earnings.",high,Methods: Dictator Game | Results | Discussion
10.1037_ebs0000268,10.1037_ebs0000268,1,"Cooperative and ritualistic behaviors in the Iban community are primarily transmitted vertically (from parents and grandparents), making them traditional.",high,Results | Table 1 | Table 2 | Figure 1 | Discussion
10.1037_ebs0000268,10.1037_ebs0000268,2,Traditional transmission of cooperative behaviors may create fitness interdependence and support long-term evolutionary success.,medium,Discussion | Conclusion
10.1037_ebs0000268,10.1037_ebs0000268,3,Traditions may obligate individuals to cooperate and may be enforced by social pressure or punishment for nonconformity.,low,"Discussion | Citations to Fehr & Gächter, 2002; Boyd et al., 2003"
10.1037_emo0000897,10.1037_emo0000897,1,Anger experienced after others contribute less than expected exacerbates the decline in voluntary contributions in repeated public goods games.,high,"Results | Table 2 | Figures 1, 2 | Discussion"
10.1037_emo0000897,10.1037_emo0000897,2,Guilt experienced after contributing less than others or less than expected cushions the decline in voluntary contributions.,high,"Results | Table 2 | Figures 1, 3 | Discussion"
10.1037_emo0000897,10.1037_emo0000897,3,The effects of anger and guilt on contribution decline are robust to controlling for cognitive-economic variables (beliefs about others' contributions).,high,Results | Table 2 | Discussion
10.1037_emo0000897,10.1037_emo0000897,4,"Free riders act on anger but not guilt, while cooperators and reciprocators act on both emotions in their contribution decisions.",high,Results | Table 3 | Discussion
10.1037_emo0000897,10.1037_emo0000897,5,Emotional carryover occurs: emotional effects on cooperation are present even when group composition changes (stranger matching).,medium,Results | Discussion
10.1037_npe0000009,10.1037_npe0000009,1,Antisocial punishment—punishing cooperators at a cost to oneself—is common in some cultures and can undermine the cooperation-enhancing effects of punishment in public goods games.,high,Cross-Cultural Variation in Punishment | Herrmann et al. (2008) summary | Conclusions
10.1037_npe0000009,10.1037_npe0000009,2,"The prevalence and impact of antisocial punishment are strongly moderated by cultural, ecological, and institutional factors, such as rule of law, GDP per capita, and social competition.",high,Cross-Cultural Variation in Punishment | Intragroup Competition | Individual Variation in Antisocial Punishment
10.1037_npe0000009,10.1037_npe0000009,3,"Punishment cost-to-impact ratio affects the frequency of antisocial punishment, with lower costs leading to more antisocial punishment, but findings are mixed across studies.",medium,The Price of Punishment
10.1037_npe0000009,10.1037_npe0000009,4,"Antisocial punishment is often motivated by status competition, aggression, or negative reciprocity, rather than a desire to promote group welfare.",high,Individual Variation in Antisocial Punishment | Intragroup Competition | Conclusions
