custom_id,paper_id,status_code,request_id,model,parse_status,api_error_message,parse_error,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type,outcomes_payoff_related_outcomes,outcomes_non_payoff_outcomes,outcomes_notes,overall_effect_direction_on_efficiency_or_related_payoff,overall_summary,paper_findings,decision_support,dimension_count,dimension_contextual_or_better_count,dimension_informative_direct_count,key_claim_count,important_limitation_count
10.3390_g12020050,10.3390_g12020050,200,65fbdbd4-8300-422e-915c-8b53be8522cf,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,close,exact,exact,mixed,average group earnings | average earnings per period | total payoff,cooperation rate | punishment frequency | conditional punishment frequency | behavioral response to punishment,"The paper reports both cooperation rates (contribution behavior) and group earnings (payoff/efficiency). Table 1 and related text provide direct evidence on average earnings per treatment, which is a direct efficiency-related outcome.",mixed,"This laboratory experiment compares the effect of peer punishment on cooperation and group earnings (efficiency) in two network structures: a standard public good and a circular generalized exchange. In the public good, costless punishment substantially increases both cooperation and group earnings (efficiency), while costly punishment does not significantly improve either outcome over baseline. In generalized exchange, neither costly nor costless punishment increases cooperation or group earnings compared to baseline. Thus, the positive efficiency effects of peer punishment observed in public good games do not generalize to generalized exchange structures with limited punishment capacity.","Peer punishment increases cooperation and group earnings (efficiency) in public good structures only when punishment is costless; costly punishment does not improve efficiency. In generalized exchange, peer punishment (both costly and costless) does not increase cooperation or group earnings. The effectiveness of punishment is thus highly contingent on the network structure: dense sanctioning networks (public good) allow punishment to deter defection and improve efficiency, while sparse networks (generalized exchange) do not. The cost-impact ratio of punishment is important, but its effect is moderated by the structural environment. The study provides direct evidence that the efficiency gains from peer punishment in public goods do not transfer to generalized exchange settings.","For prediction tasks, this paper provides strong evidence that the effect of enabling punishment on efficiency depends critically on the network structure. In standard public good games, costless punishment can substantially increase efficiency, but costly punishment may not. In generalized exchange (circular, sparse punishment network), enabling punishment—even if costless—does not improve efficiency. Thus, when predicting the efficiency effect of punishment, it is crucial to account for the density of the punishment network and whether the game is a standard public good or a generalized exchange. Control efficiency is not a reliable predictor of treatment efficiency when moving from public good to generalized exchange structures.",14,10,10,4,6
10.3390_g12030060,10.3390_g12030060,200,c802d0fb-403d-436c-804e-57eb97034596,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,weak,exact,efficiency_or_payoff,"total payoff at steady state | payoff per player in equilibrium | comparison of payoffs across game types (SH, CH, PD) | reward for full cooperation vs partial cooperation","level of cooperation (full, partial, defection) | consensus on cooperation | altruism indicator (difference between player and neighbor cooperation)",The main dependent variables are steady-state payoffs and cooperation levels in networked evolutionary games. Payoff is explicitly calculated and compared across game types and equilibria.,N/A,"This theoretical paper analyzes the emergence and stability of full and partial cooperation in networked evolutionary games (Stag-Hunt and Chicken), using a self-regulated replicator dynamic. It shows that, under certain conditions, consensus on partial cooperation is globally stable and can yield higher payoffs than full cooperation in the Prisoner's Dilemma. The model does not include explicit punishment or sanctioning mechanisms, but instead models 'self-regulation' as an internalized feedback parameter. Payoff (efficiency) outcomes are central, but the game is not a public goods game and does not feature explicit punishment.","The paper finds that in Stag-Hunt and Chicken games on networks, consensus on partial cooperation can be globally stable and more rewarding (in terms of average payoff) than full cooperation in the Prisoner's Dilemma. The stability of full cooperation, full defection, or partial cooperation depends on the self-regulation parameter relative to network degree. The model does not include explicit punishment or reward mechanisms; instead, it focuses on endogenous self-regulation. Payoff at equilibrium is analytically and numerically compared across game types and equilibria.","This paper provides theoretical evidence that, in networked games with self-regulation (but without explicit punishment or reward), partial cooperation can be globally stable and yield higher payoffs than full cooperation in the PD. However, because the model does not include punishment, it does not directly inform the prediction of efficiency changes due to enabling punishment in public goods games. The results are most relevant for understanding how internalized social preferences (modeled as self-regulation) affect efficiency, rather than the effect of exogenous punishment mechanisms.",14,3,1,4,5
10.3390_g12030063,10.3390_g12030063,200,961c4572-781a-4a45-b91f-cabb76ce6917,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,exact,exact,exact,mixed,group earnings | net profit | mean earnings | fraction of net earnings in punishment phase | fraction of contributions in punishment phase,mean contribution | punishment expenditures | punishment strategy types | frequency of punishment types | switching between punishment strategies | correlation between punishment received and assigned,"The paper reports both payoff-based outcomes (group earnings, net profit, mean earnings, fraction of net earnings) and non-payoff behavioral outcomes (contribution rates, punishment strategies, frequencies). Analyses of efficiency and group success are present, especially in the cross-society reanalysis.",more_positive,"The paper presents new experimental data and a cross-society reanalysis showing that the availability of punishment in public goods games generally increases group earnings and contributions, but the effect size and efficiency gains depend strongly on the mix of punishment strategies in the group. Groups with more 'strong reciprocators' (who punish only free riders) and non-punishing cooperators achieve higher efficiency and earnings, while groups with more 'norm-keepers' (who punish both high and low contributors) or antisocial punishers see less benefit or even negative effects. The effect of punishment is not primarily through deterring free riders, but through increasing contributions among cooperators and strong reciprocators.","Punishment in public goods games increases group earnings and contributions, but the efficiency gains are moderate and highly variable across groups and societies. The main mechanism is not the deterrence of free riders, but rather an increase in contributions by cooperators and strong reciprocators, often in anticipation of punishment. The fraction of strong reciprocators among punishers is a strong predictor of both group cooperation and group earnings. Antisocial punishment (punishing high contributors) is rare and does not explain low efficiency; instead, the presence of 'norm-keepers' who punish both high and low contributors is associated with lower group efficiency. The effect of punishment is more positive in groups and societies with more strong reciprocators and fewer norm-keepers.","This paper provides strong evidence that the effect of enabling punishment on efficiency in public goods games depends on the mix of punishment strategies in the group, which is in turn influenced by societal or cultural context. For prediction, the presence of punishment generally increases efficiency, but the magnitude is moderated by the prevalence of strong reciprocators versus norm-keepers. Game design dimensions such as player count (4), number of rounds (6 per phase), MPCR (0.4), punishment cost (1 MU per point), and punishment effectiveness (3 MU per point) are clearly specified and match standard PGG designs. The control (no-punishment) phase provides a baseline for efficiency, and the treatment (punishment) phase shows a moderate increase in group earnings. The findings suggest that, all else equal, enabling punishment will increase efficiency, but the effect will be larger in groups with more strong reciprocators and smaller in groups with more norm-keepers. The paper also shows that the anticipation of punishment can have a strong effect on contributions and efficiency, even before punishment is actually applied.",14,10,10,5,5
10.3390_g13030039,10.3390_g13030039,200,d9f8a1a1-f7c1-48d8-ba0b-68f9db995b57,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,none,close,non_payoff_behavior,investor payoff | group payoff (in some simulations) | expected utility,"investment/contribution behavior | trust dynamics | expectations of reciprocity | learning about partner | effects of loss aversion, expectations, benevolence, competence","The paper is a theoretical and computational modeling paper. It reports simulated behavioral outcomes (investment, trust, learning) and discusses payoff-related outcomes (investor and group payoffs) in the context of the investment game, but does not report empirical data. Efficiency is not directly analyzed, but group and individual payoffs are discussed as a function of trust, benevolence, and competence.",N/A,"This paper develops a computational model of trust (the 'vulnerability model') for the investment game (trust game), focusing on how trust attitudes, expectations, and loss aversion shape investment and reciprocity behavior. It provides detailed predictions about how these psychological factors affect investment levels and, indirectly, payoffs, but does not address punishment, sanctions, or public goods games directly. The model is used to simulate how trust can be breached and repaired, and how expectations and partner traits (benevolence, competence) affect trust and payoffs. No empirical or experimental data are reported.","The paper formalizes trust as a trade-off between vulnerability (potential loss) and positive expectations of a partner's behavior, using a computational model applied to the investment game. Simulations show that trustful investors (high trust attitude) invest more and are more likely to recover trust after breaches, but are also more vulnerable to exploitation. Loss aversion reduces investment and makes trust repair harder, while positive expectations and evidence of partner benevolence or competence increase investment. The model predicts that both trust attitude and learning about the partner's behavior jointly determine investment and, by extension, payoffs. The model is extended to consider both benevolence and competence of the trustee, showing that both traits affect investment and expected payoffs. However, the paper does not address punishment, sanctions, or public goods games, and does not report empirical efficiency outcomes.","This paper does not provide direct evidence for predicting the effect of punishment on efficiency in public goods games or their variants. It is a theoretical modeling paper focused on the investment game (trust game), which is adjacent but not equivalent to the public goods game. The model and its simulations may inform understanding of how psychological factors (trust, expectations, loss aversion) affect investment and payoffs in dyadic trust settings, but do not address punishment, sanctions, or group-level efficiency in multi-player public goods contexts. Therefore, this paper should not be used as direct evidence for predicting efficiency changes due to punishment in public goods games.",14,7,4,5,5
10.3390_g14030042,10.3390_g14030042,200,0b0579e7-410a-420f-846c-e6987c046706,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,average payoff of strategies | fraction of population at social optimum (A) | equilibrium group payoff under different incentive regimes,strategy adoption dynamics | fraction of population adopting each norm,"The main outcomes are the equilibrium fraction of the population at the social optimum (A), which directly maps to group efficiency, and the average payoffs under different incentive regimes. The paper does not report on contribution rates, punishment frequency, or norm compliance per se, but rather on the population-level equilibrium and payoffs.",more_positive,"This theoretical paper analyzes how introducing diversity incentives (modeled as a snowdrift game) can help a population escape suboptimal equilibria in a stag-hunt (coordination) game, which is used as a model for social contracts. The main finding is that moderate diversity incentives can shift the population to the globally optimal equilibrium (higher efficiency), and this new equilibrium can persist even after the incentive is removed. If the diversity incentive is too strong, the population may end up in a mixed equilibrium (coexistence of norms), but this can also be resolved by removing the incentive after the transition. The results are robust across group-structured and spatially structured populations.","The paper finds that in a population playing a stag-hunt game (representing a social contract), the introduction of a moderate diversity incentive (modeled as a snowdrift game in a focal group) allows the population to overcome the invasion barrier and reach the globally optimal equilibrium (all adopting the efficient norm A). This transition increases group efficiency (total payoff). If the diversity incentive is too strong, the system may stabilize at a mixed equilibrium, but turning off the incentive after the transition can still result in full adoption of the optimal norm. The effect is strongest when the number of group connections is moderate; if individuals are too highly connected, the social pressure of the stag-hunt dominates and the incentive is less effective. The findings are supported by analytical and simulation results.","This paper provides theoretical evidence that introducing a moderate incentive for diversity (analogous to a reward or tolerance for deviance) can increase group efficiency in coordination games with multiple equilibria, by enabling the population to escape suboptimal equilibria. While the model does not directly study public goods games or punishment, it is adjacent in that it addresses how incentive structures and group connectivity affect the ability to reach efficient outcomes. For prediction tasks, the results suggest that mechanisms which lower the cost or risk of deviating from the majority (even temporarily) can facilitate transitions to higher-efficiency equilibria, especially in moderately connected groups. However, the model does not include explicit punishment or sanctioning mechanisms, so direct quantitative predictions for punishment-enabled PGGs are not possible from this paper alone.",14,5,4,4,7
10.3390_g14050065,10.3390_g14050065,200,a456e05c-333a-44cd-84d7-7b48e8b273a5,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,"group payoff | efficiency-enhancing outcome (i.e., avoiding mutual harm) | individual payoffs",sanctioning behavior (discriminatory vs. equal) | coordination between agents | choice of action (Red/Blue) by agents,"The main dependent variable is whether the sanctioning schedule (by the third party) induces the two agents to coordinate on an efficient outcome (i.e., only one agent chooses the harmful action, avoiding mutual harm and maximizing group payoffs). The paper also analyzes the sanctioning choices of the third party and the response of the agents, but the efficiency of the group outcome is a central focus.",more_positive,"The paper studies a three-player game where a third party can sanction two agents who may jointly cause harm. The experiment manipulates whether the two agents have symmetric or asymmetric wealth and whether the sanctioning schedule is observable before the agents act. The main finding is that when the third party uses discriminatory sanctions (especially when wealth is asymmetric and the sanctioning schedule is observable), the agents are more likely to coordinate on an efficient outcome, avoiding mutual harm and increasing group efficiency. Thus, discriminatory punishment by a third party can enhance efficiency in this setting.","The experiment demonstrates that third-party discriminatory sanctioning (especially when preannounced and when agents differ in wealth) increases the likelihood that the two agents coordinate to avoid mutual harm, resulting in higher group efficiency. When the third party sanctions equally, agents are less likely to coordinate efficiently. The effect is robust to the order protocol (sequential vs. simultaneous), but is strongest when the sanctioning schedule is observable. Asymmetric wealth increases the tendency for the third party to sanction the richer agent more, confirming the 'deep-pocket' hypothesis. Overall, the ability to use discriminatory punishment, and to preannounce it, enables higher efficiency in this coordination dilemma.","This paper provides direct evidence that, in a coordination game adjacent to the public goods game, enabling a third party to use discriminatory punishment (especially when the punishment schedule is observable) increases group efficiency by facilitating coordination and avoiding mutual harm. The findings suggest that, in similar environments, the design dimensions of punishment observability and the ability to discriminate in punishment can be leveraged to improve efficiency. The results are most relevant for settings where a third party can precommit to a punishment schedule and where agents may differ in wealth or status. For prediction tasks, the presence of observable, flexible, and potentially discriminatory punishment is likely to increase efficiency relative to control conditions without such punishment.",14,9,9,4,6
10.3390_g15030016,10.3390_g15030016,200,c98da379-694e-437d-bc5e-c0be99953987,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,expected payoff of each strategy | average population payoff | evolutionary stability of strategies (as determined by payoff),"cooperation rate (p) | strategy frequencies (x1, x2, x3)","The main dependent variable is the expected payoff of each strategy, which determines evolutionary stability. The cooperation rate is also reported, but is not the primary outcome.",more_positive,"This theoretical paper models the evolution of 'pay-it-forward' (upstream reciprocity) in a donation game with institutional punishment, comparing outcomes under expected utility theory (EUT) and prospect theory (PT). It finds that, when players are subject to cognitive biases as described by PT, even infrequent or mild punishment can sustain cooperation and pay-it-forward strategies, leading to higher average payoffs and group efficiency than under EUT, where only strong punishment is effective. Thus, the presence of punishment, especially when combined with human-like probability weighting, increases efficiency by deterring free-riding.","The paper demonstrates that in a donation game with institutional punishment, the evolution of cooperation and pay-it-forward strategies is strongly affected by the cognitive model of the players. Under EUT, only strong punishment (high fine or high probability) can sustain cooperation, and pay-it-forward strategies are not stable. Under PT, even weak or infrequent punishment is sufficient to deter free-riding, because players overweight small probabilities of being punished. This leads to the emergence and stability of pay-it-forward strategies and higher average payoffs (efficiency) in the population. The model shows bi-stability, with both cooperative and non-cooperative equilibria possible depending on parameters and initial conditions, but overall, punishment increases efficiency more under PT than under EUT.","This paper provides strong theoretical support for the prediction that enabling punishment in public-goods-like games (here, a donation game) will increase group efficiency, especially when players are subject to prospect-theoretic biases. The effect is more pronounced when punishment is mild or infrequent, as real human players may overweight the risk of being punished. The model is not a standard PGG but is closely related, and the payoff-based outcomes are directly analyzed. The findings suggest that, for prediction tasks, the presence of punishment (even with low probability or low severity) should be expected to increase efficiency, particularly if the control game has low efficiency due to free-riding. The model also highlights the importance of psychological factors (probability weighting) in moderating the effect of punishment.",14,6,4,4,6
10.3390_ijerph192416578,10.3390_ijerph192416578,200,2fa64d87-b042-47d4-b9b6-c13849b9468e,gpt-4.1-2025-04-14,ok,,,empirical,observational,N/A,adjacent,adjacent,none,non_payoff_behavior,,"frequency of eating or drinking out (high-risk COVID-19 behavior) | vaccine hesitancy | self-reported cooperative attitude (cooperate, noncooperate, punishment)","The study examines associations between self-reported cooperative attitudes (including a 'punishment' type) and high-risk behaviors (eating/drinking out, vaccine hesitancy) among medical students. No payoff, efficiency, or group earnings outcomes are measured or discussed.",N/A,"This cross-sectional survey of Japanese medical students examines whether self-reported cooperative attitudes (including a 'punishment' type, defined as not cooperating and letting a partner do a task alone after being let down) are associated with high-risk COVID-19 behaviors. The study finds that both 'cooperative' and 'punishment' types are more likely to engage in eating/drinking out (a high-risk behavior) compared to 'noncooperative' types. No efficiency, payoff, or public goods game outcomes are measured.","The study finds that students who self-identify as 'cooperative' or 'punishment' types (in a hypothetical task-sharing scenario) are significantly more likely to engage in high-risk behaviors (eating/drinking out) during the COVID-19 pandemic than 'noncooperative' types. There is no significant association between cooperative attitude and vaccine hesitancy. The 'punishment' type is defined as not cooperating and letting the partner do the task alone after being let down, which is interpreted as a desire to punish free riders. The study does not use a public goods game or measure efficiency, group payoff, or related outcomes.","This paper does not provide direct evidence for predicting the effect of punishment on efficiency in public goods games or similar environments. The study uses a hypothetical scenario to classify cooperative attitudes, including a 'punishment' type, but does not implement or analyze any economic game, nor does it measure payoff, efficiency, or group outcomes. The findings are about associations between self-reported attitudes and real-world risk behaviors, not about the effect of punishment mechanisms in controlled game settings. Thus, this paper should not be used as direct evidence for the prediction task, though it may provide weak, indirect context about the social meaning of punishment attitudes.",14,0,0,3,6
10.3390_math10152823,10.3390_math10152823,200,8fc09bcb-1a5c-4311-a349-03faec589e9f,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,exact,adjacent,non_payoff_behavior,,cooperation proportion | punishment intensity | stability of group performance | time to reach high cooperation | cumulative punishment intensity (proxy for cost),"The main outcomes are cooperation proportion (i.e., fraction of cooperators), stability (variance) of cooperation, time to reach high cooperation, and cumulative punishment intensity as a proxy for cost. No direct analysis of efficiency, group payoff, or total earnings is reported.",N/A,"This paper uses evolutionary simulation and theoretical analysis to compare different punishment methods in a public goods game with pool punishment. It introduces a 'negative feedback punishment approach' where punishment intensity is negatively correlated with group cooperation. The main findings are that this approach yields more stable, time-saving, and low-cost group performance (in terms of cooperation and punishment intensity) compared to constant or positive feedback punishment methods. However, the paper does not directly analyze efficiency or group payoff; instead, it focuses on cooperation rates, stability, and punishment costs.","The negative feedback punishment approach, in which punishment intensity decreases as group cooperation increases, leads to more stable and higher cooperation rates, requires less time to reach high cooperation, and results in lower cumulative punishment intensity (interpreted as lower cost) compared to constant or positive feedback punishment methods. Theoretical analysis shows that this approach allows for stable intermediate levels of cooperation, while constant or positive feedback methods tend to produce unstable or all-or-nothing outcomes. The findings are based on evolutionary simulations of a public goods game with pool punishment, but do not report efficiency or group payoff directly.","This paper provides strong evidence that the structure of the punishment rule (specifically, negative feedback between cooperation and punishment intensity) can substantially affect the stability and cost of achieving high cooperation in PGG-like environments. However, because the paper does not report efficiency or group payoff, its direct value for predicting efficiency outcomes is limited. The results suggest that negative feedback punishment rules may reduce the cost (in terms of punishment applied) and time to reach high cooperation, but do not quantify the effect on group efficiency. The findings are most useful for understanding how punishment rule design (punishment_tech) and dynamic adjustment can moderate the behavioral and cost outcomes of punishment institutions.",14,6,6,4,6
10.3390_math10234572,10.3390_math10234572,200,1744bbf6-02ea-49de-b5f0-3e9ef078b901,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,none,adjacent,non_payoff_behavior,,average cooperation level (mean investment) | strategy distribution | strategy update rate | memory strength,"The main outcome is the average cooperation level (mean investment), which is not a direct measure of efficiency or group payoff, but is closely related. No explicit payoff, efficiency, or welfare outcomes are reported.",N/A,"This paper presents a theoretical and simulation-based study of a continuous spatial public goods game (PGG) using a particle swarm optimization (PSO) learning rule with memory stability. The main focus is on how memory stability and the propensity to imitate neighbors versus one's own history affect the average cooperation level (mean investment). No punishment or sanctioning mechanisms are present. The primary outcome is the average cooperation level, not efficiency or group payoff. The results show that memory stability has a bidirectional effect on cooperation depending on the enhancement factor (r): at low r, high memory stability maintains moderate cooperation, while at high r, lower memory stability promotes high cooperation.","The study finds that in a continuous spatial PGG with PSO-based learning, the memory stability coefficient (α) has a complex effect on the average cooperation level. At low enhancement factors (r), high memory stability (large α) helps maintain a moderate level of cooperation, while reducing memory stability (lower α) leads to a collapse of cooperation. At high r, reducing memory stability (lower α) allows the system to forget low-investment strategies and promotes the formation of high-cooperation clusters, increasing the average cooperation level. The effect of memory stability is more pronounced when players rely more on their own history (high ω) than on neighbor imitation. No punishment, reward, or sanctioning mechanisms are included in the model.","This paper does not provide direct evidence for the effect of punishment on efficiency or payoff in public goods games, as no punishment or sanctioning mechanisms are present. The findings are relevant for understanding how learning rules and memory affect cooperation rates, but not for predicting efficiency changes due to punishment. The results may be indirectly useful for understanding baseline cooperation dynamics in spatial, continuous PGGs with PSO-type learning, but cannot inform the downstream prediction task regarding punishment effects.",14,5,5,3,4
10.3390_math11040894,10.3390_math11040894,200,d91f09d4-cd83-993a-a68b-6945988a6206,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,none,adjacent,non_payoff_behavior,,fraction of cooperators at stationary state | evolution of cooperation | formation of cooperative clusters,"The paper's main dependent variable is the fraction of cooperators (cooperation rate) at the stationary state. No group payoff, efficiency, welfare, or total earnings are reported. All results are in terms of cooperation rate, not payoff.",N/A,"This paper presents a theoretical and simulation-based study of a spatial prisoner's dilemma game with paid access to information about other players' strategies and payoffs. The main outcome is the fraction of cooperators at equilibrium, not efficiency or group payoff. The model does not include punishment or sanctioning mechanisms. The findings show that paid access to information can promote cooperation, with an optimal intermediate cost and information range, but these results are about cooperation rates, not efficiency or payoff.","The study finds that allowing players to pay a cost to access information about other players' strategies and payoffs can significantly increase the fraction of cooperators in a spatial prisoner's dilemma game. There is an optimal range for the number of individuals accessed and the cost per information, beyond which cooperation declines. The effect is non-monotonic: too little or too much information/cost reduces cooperation. However, the paper does not report on group efficiency, total payoff, or welfare, and does not include punishment or sanctioning mechanisms. The results are based on agent-based simulations, not laboratory or field experiments.","This paper does not provide direct evidence for predicting the effect of punishment on efficiency in public goods games or their variants. It does not include punishment, reward, or sanctioning mechanisms, and does not report efficiency or group payoff outcomes. Its findings about information acquisition and cooperation rates may be contextually relevant for understanding how information costs affect cooperation, but are not directly transferable to the prediction of efficiency under punishment. The paper is best used as contextual background for the role of information in cooperation, not for quantitative prediction of punishment effects.",14,4,4,4,5
10.3390_math11122709,10.3390_math11122709,200,6cf99549-6f7d-466e-9979-c5d5e147d38b,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,adjacent,weak,adjacent,non_payoff_behavior,,individual cooperation/defection decisions | predictability of individual moves | feature importance for predicting cooperation/defection,"The paper focuses on modeling and predicting individual-level cooperation/defection decisions in repeated two-player Prisoner's Dilemma games, using machine learning models. No group-level efficiency, total payoff, or welfare outcomes are reported. Feature importance analysis is performed, but the dependent variable is always the individual's next move, not payoff.",N/A,"This paper presents a large-scale online experiment with repeated two-player Prisoner's Dilemma games in two modes (classic and dissipative/elimination). The main focus is on modeling and predicting individual cooperation/defection decisions using short-memory features and clustering behavioral types. The study does not include explicit punishment or sanctioning mechanisms, nor does it report group-level efficiency or payoff outcomes. The closest related outcome is the analysis of how accumulated payoff influences individual cooperation, but this is not equivalent to reporting efficiency or group payoff. The design allows players to refuse to play with certain partners, which is discussed as a form of partner selection or tie-breaking, but not as direct punishment.","The study finds that individual accumulated payoff is the most important predictor of cooperation/defection decisions, more so than the outcome of the previous round. Behavioral clustering improves the predictability of individual moves, with F1-scores for predicting cooperation/defection reaching up to 95% in some clusters. The diversity of human strategies is substantial, but clustering allows for more accurate modeling. The experiment does not include explicit punishment or reward mechanisms, and does not report group-level efficiency or payoff outcomes. The findings are most relevant for understanding individual decision-making and the role of payoff history, rather than for predicting the effect of punishment on efficiency in public goods or similar games.","This paper provides little direct support for predicting the effect of punishment on efficiency in public-goods-game-like environments, as it does not include punishment or sanctioning mechanisms, nor does it report efficiency or group payoff outcomes. The design is a repeated two-player Prisoner's Dilemma with optional partner selection (refusal to play), which is only weakly analogous to punishment. The main insight is that accumulated payoff is a strong driver of individual cooperation, but this is not directly transferable to the prediction of punishment effects on efficiency. The paper may be useful for understanding the importance of payoff history in individual decision-making, but not for the core prediction task.",14,2,2,4,5
10.3390_math12243919,10.3390_math12243919,200,14c1e39d-dced-4275-914e-d3a62656569c,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,exact,adjacent,non_payoff_behavior,,proportion of cooperators | proportion of punishers | proportion of defectors | strategy dynamics over time | parameter regions supporting cooperation,"The paper reports on the prevalence of cooperation, punishment, and defection strategies in the population as the main outcome. It does not report group efficiency, total payoff, welfare, or surplus. The analysis is based on evolutionary game simulations, and the main dependent variable is the fraction of cooperators (i.e., cooperation rate), not group payoff.",N/A,"This paper presents a theoretical and simulation-based analysis of spatial public goods games with probabilistic punishment, fine distribution, and compensation mechanisms. The main outcome is the prevalence of cooperation (i.e., the fraction of cooperators in the population) under different parameter regimes. The study finds that both probabilistic punishment and the addition of fine distribution and compensation mechanisms increase the prevalence of cooperation, with the combined mechanisms (Case II) being more effective and robust across a wider range of parameters. However, the paper does not report on group efficiency, total payoff, or welfare outcomes.","The study shows that introducing probabilistic punishment into a spatial public goods game increases the prevalence of cooperation compared to the baseline. Adding fine distribution (punishers receive a share of fines from defectors) and compensation (punishers compensate cooperators when punishment fails) further increases the prevalence and stability of cooperation, especially across a broader range of punishment costs and intensities. The compensation mechanism is most effective at low punishment costs, while fine distribution is most effective at high punishment costs. The main outcome is the fraction of cooperators, not group efficiency or total payoff.","This paper provides strong evidence that probabilistic punishment, fine distribution, and compensation mechanisms can increase the prevalence of cooperation in spatial public goods games. However, because the reported outcomes are cooperation rates rather than efficiency or group payoff, the findings should be used with caution for predicting efficiency effects. The results suggest that, under similar game design dimensions (e.g., spatial structure, probabilistic punishment, fine distribution, compensation), enabling punishment is likely to increase cooperation rates, which may be associated with higher efficiency in many PGG contexts, but this is not directly demonstrated. The paper is most informative for predicting the direction and robustness of cooperation rate changes, not for quantitative efficiency predictions.",14,9,9,5,7
10.3390_pr10071348,10.3390_pr10071348,200,4c6d1018-bf33-4e66-902f-fced4af27c1d,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,none,exact,efficiency_or_payoff,average payoff | payoff of cooperators | payoff of defectors | payoff of loners | population average payoff,frequency of cooperation | frequency of defection | frequency of nonparticipation (loners) | oscillation of strategy frequencies,"The model and simulations focus on payoff-based outcomes (average payoff, payoffs by strategy) and also report on behavioral outcomes (strategy frequencies).",N/A,"This paper presents a theoretical and simulation-based analysis of evolutionary public goods games (PGGs) with social learning, mutation, and network structure. It models the dynamics of cooperation, defection, and nonparticipation (loners) in PGGs, focusing on how network characteristics and mutation rates affect the average payoff and the prevalence of cooperation. The model does not include punishment or sanctioning mechanisms.","The paper finds that in evolutionary PGGs, the average payoff and the prevalence of cooperation depend strongly on the participation cost, the incentive (interest rate), mutation rate, and the structure of the social network (network density, eigenvector centrality). High participation costs or low incentives lead to nonparticipation and lower average payoffs. High network density can mediate the effects of mutation, sometimes stabilizing cooperation. The model does not include punishment or reward mechanisms, so it does not address the effects of punishment on efficiency.","This paper does not provide evidence about the effect of punishment on efficiency in PGGs or related environments. It is useful for understanding how network structure, mutation, and incentive parameters affect efficiency and cooperation in PGGs without punishment. It cannot be used to predict the effect of enabling punishment, as no punishment or sanctioning mechanism is modeled or analyzed.",14,4,4,4,6
10.3390_soc13050111,10.3390_soc13050111,200,edddd569-d323-4df4-8e1f-539fe79976c1,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R,,,"This is a theoretical/conceptual paper. No empirical outcomes, payoff data, or behavioral measures are reported. The discussion is at the level of conceptual mechanisms and functions of norms, not specific experimental or observational outcomes.",N/A,"This paper presents a theoretical framework for understanding social norms as processes of information curation and normalization within social networks, rather than as rules, strategies, or preferences per se. It argues that norms and institutions emerge from the need to efficiently process, validate, and retain collective experiential information, which in turn supports social cohesion, predictability, and efficiency. The paper does not present empirical data or analyze specific game-theoretic environments such as public goods games, nor does it directly address the effects of punishment or sanctions on efficiency or payoff outcomes.","The authors propose that social norms and institutions are best understood as emergent properties of information processing within social groups. Norms serve to curate and stabilize collective experiential information, reducing uncertainty and minimizing the cognitive effort required for social coordination. This process is argued to promote efficiency in social environments by minimizing surprise and information-processing costs. However, the paper does not provide empirical evidence or quantitative analysis relevant to public goods games, punishment mechanisms, or efficiency outcomes in experimental settings.","This paper does not provide direct evidence or quantitative findings relevant to predicting the efficiency effects of punishment in public goods games or similar environments. Its theoretical arguments about the efficiency-promoting role of norms and institutions may offer high-level conceptual support for the idea that norm enforcement (including punishment) can promote efficient social coordination, but it does not address specific game design dimensions, control efficiency, or the causal effects of punishment. As such, it offers only indirect, contextual background for the prediction task and should not be weighted as empirical evidence.",14,0,0,4,4
